date,symbol,action,quantity
2024-05-13,GC=F,buy,14
2024-05-13,SI=F,buy,36
2024-05-13,GC=F,sell,50
2024-05-13,SI=F,buy,48
2024-05-13,CL=F,buy,36
2024-05-13,GC=F,sell,30
2024-05-13,SI=F,buy,17
2024-05-13,CL=F,buy,20
2024-05-13,CL=F,sell,53
2024-05-13,GC=F,buy,7
2024-05-14,GC=F,buy,28
2024-05-14,CL=F,sell,79
2024-05-14,CL=F,sell,38
2024-05-14,GC=F,buy,7
2024-05-14,GC=F,sell,62
2024-05-15,SI=F,sell,60
2024-05-15,GC=F,sell,85
2024-05-16,CL=F,sell,31
2024-05-16,GC=F,sell,45
2024-05-16,SI=F,buy,16
2024-05-16,SI=F,buy,15
2024-05-16,SI=F,sell,28
2024-05-16,GC=F,sell,15
2024-05-16,CL=F,buy,3
2024-05-16,GC=F,buy,49
2024-05-17,SI=F,sell,31
2024-05-17,SI=F,buy,35
2024-05-17,CL=F,sell,22
2024-05-17,CL=F,buy,1
2024-05-17,GC=F,buy,6
2024-05-17,CL=F,buy,35
2024-05-18,GC=F,buy,32
2024-05-18,GC=F,buy,39
2024-05-19,SI=F,buy,4
2024-05-19,CL=F,sell,57
2024-05-19,CL=F,buy,46
2024-05-19,CL=F,buy,42
2024-05-19,CL=F,buy,49
2024-05-19,GC=F,buy,29
2024-05-19,GC=F,buy,14
2024-05-19,GC=F,buy,28
2024-05-20,GC=F,sell,90
2024-05-20,GC=F,buy,10
2024-05-20,GC=F,buy,45
2024-05-20,CL=F,buy,6
2024-05-20,SI=F,buy,14
2024-05-20,CL=F,sell,99
2024-05-20,CL=F,sell,16
2024-05-20,GC=F,sell,69
2024-05-21,SI=F,buy,50
2024-05-21,SI=F,buy,47
2024-05-21,GC=F,sell,48
2024-05-21,GC=F,sell,25
2024-05-21,GC=F,buy,23
2024-05-21,GC=F,sell,98
2024-05-21,CL=F,buy,10
2024-05-21,CL=F,sell,59
2024-05-21,GC=F,buy,26
2024-05-22,CL=F,buy,27
2024-05-22,SI=F,sell,57
2024-05-22,GC=F,sell,27
2024-05-23,CL=F,buy,42
2024-05-23,SI=F,sell,67
2024-05-23,SI=F,buy,35
2024-05-23,CL=F,buy,1
2024-05-23,GC=F,sell,44
2024-05-23,GC=F,buy,22
2024-05-24,SI=F,sell,41
2024-05-24,GC=F,sell,70
2024-05-24,GC=F,sell,93
2024-05-24,SI=F,buy,9
2024-05-24,GC=F,buy,21
2024-05-24,SI=F,sell,81
2024-05-25,GC=F,sell,62
2024-05-25,GC=F,sell,62
2024-05-25,CL=F,buy,2
2024-05-25,SI=F,sell,11
2024-05-25,SI=F,sell,16
2024-05-26,GC=F,buy,20
2024-05-26,CL=F,sell,89
2024-05-26,GC=F,buy,21
2024-05-26,CL=F,sell,16
2024-05-26,GC=F,sell,75
2024-05-26,GC=F,buy,2
2024-05-26,SI=F,buy,50
2024-05-27,CL=F,buy,33
2024-05-27,SI=F,sell,39
2024-05-27,GC=F,buy,32
2024-05-27,GC=F,buy,24
2024-05-27,GC=F,sell,86
2024-05-28,SI=F,buy,26
2024-05-28,CL=F,buy,31
2024-05-29,SI=F,sell,11
2024-05-29,CL=F,buy,30
2024-05-29,CL=F,sell,76
2024-05-29,CL=F,sell,86
2024-05-29,GC=F,buy,15
2024-05-29,GC=F,sell,87
2024-05-29,SI=F,buy,27
2024-05-29,SI=F,buy,22
2024-05-29,SI=F,sell,51
2024-05-30,SI=F,buy,5
2024-05-30,GC=F,sell,52
2024-05-30,CL=F,sell,95
2024-05-30,CL=F,sell,90
2024-05-30,CL=F,sell,51
2024-05-31,GC=F,sell,49
2024-05-31,GC=F,sell,99
2024-05-31,SI=F,sell,86
2024-05-31,SI=F,buy,5
2024-05-31,GC=F,sell,51
2024-05-31,CL=F,sell,76
2024-05-31,GC=F,buy,20
2024-06-01,CL=F,buy,23
2024-06-01,CL=F,sell,72
2024-06-01,GC=F,sell,11
2024-06-01,GC=F,sell,81
2024-06-01,GC=F,buy,16
2024-06-01,CL=F,buy,14
2024-06-01,CL=F,buy,15
2024-06-02,GC=F,sell,59
2024-06-02,CL=F,sell,15
2024-06-02,GC=F,sell,17
2024-06-02,GC=F,buy,29
2024-06-02,GC=F,buy,1
2024-06-02,CL=F,buy,9
2024-06-02,SI=F,sell,37
2024-06-02,CL=F,sell,99
2024-06-03,CL=F,sell,89
2024-06-03,GC=F,sell,34
2024-06-03,SI=F,buy,39
2024-06-03,SI=F,sell,53
2024-06-04,CL=F,buy,8
2024-06-04,GC=F,sell,82
2024-06-04,GC=F,buy,13
2024-06-04,CL=F,sell,39
2024-06-05,GC=F,sell,97
2024-06-05,CL=F,sell,95
2024-06-05,CL=F,sell,82
2024-06-05,GC=F,buy,44
2024-06-05,CL=F,buy,34
2024-06-05,SI=F,sell,12
2024-06-06,SI=F,buy,49
2024-06-06,GC=F,buy,18
2024-06-06,SI=F,buy,1
2024-06-06,CL=F,sell,51
2024-06-06,CL=F,buy,27
2024-06-06,CL=F,buy,21
2024-06-06,GC=F,sell,30
2024-06-06,GC=F,buy,18
2024-06-06,CL=F,buy,11
2024-06-07,GC=F,sell,94
2024-06-07,GC=F,sell,53
2024-06-07,SI=F,buy,24
2024-06-07,CL=F,buy,46
2024-06-08,CL=F,sell,16
2024-06-08,GC=F,buy,44
2024-06-08,CL=F,sell,21
2024-06-08,SI=F,buy,18
2024-06-08,SI=F,sell,35
2024-06-08,SI=F,buy,40
2024-06-08,GC=F,sell,51
2024-06-09,CL=F,sell,29
2024-06-09,SI=F,sell,41
2024-06-09,CL=F,sell,44
2024-06-09,SI=F,sell,38
2024-06-10,CL=F,buy,27
2024-06-10,SI=F,sell,41
2024-06-10,SI=F,sell,16
2024-06-10,GC=F,sell,80
2024-06-11,CL=F,buy,16
2024-06-11,CL=F,buy,27
2024-06-11,SI=F,sell,16
2024-06-11,CL=F,sell,42
2024-06-11,GC=F,buy,47
2024-06-11,CL=F,sell,47
2024-06-11,GC=F,sell,65
2024-06-11,CL=F,buy,7
2024-06-11,CL=F,sell,50
2024-06-12,GC=F,sell,58
2024-06-12,SI=F,buy,29
2024-06-12,CL=F,buy,19
2024-06-12,SI=F,buy,16
2024-06-12,SI=F,sell,88
2024-06-12,CL=F,buy,4
2024-06-12,CL=F,sell,65
2024-06-12,CL=F,sell,25
2024-06-13,CL=F,sell,64
2024-06-13,CL=F,buy,13
2024-06-13,CL=F,sell,18
2024-06-13,GC=F,sell,77
2024-06-13,CL=F,buy,15
2024-06-13,SI=F,buy,16
2024-06-13,SI=F,buy,34
2024-06-14,CL=F,buy,47
2024-06-14,CL=F,sell,35
2024-06-14,GC=F,buy,11
2024-06-14,SI=F,sell,47
2024-06-14,GC=F,buy,33
2024-06-14,SI=F,buy,6
2024-06-14,CL=F,sell,52
2024-06-14,GC=F,sell,26
2024-06-14,GC=F,buy,33
2024-06-15,SI=F,buy,40
2024-06-15,GC=F,buy,16
2024-06-15,GC=F,buy,40
2024-06-15,GC=F,sell,52
2024-06-15,CL=F,buy,14
2024-06-15,CL=F,sell,93
2024-06-16,GC=F,sell,76
2024-06-16,GC=F,sell,59
2024-06-16,SI=F,sell,12
2024-06-16,CL=F,sell,52
2024-06-16,CL=F,buy,48
2024-06-17,CL=F,buy,5
2024-06-17,SI=F,buy,48
2024-06-17,CL=F,buy,2
2024-06-17,CL=F,sell,59
2024-06-17,CL=F,buy,4
2024-06-17,SI=F,sell,46
2024-06-17,CL=F,buy,41
2024-06-17,SI=F,sell,90
2024-06-18,SI=F,buy,45
2024-06-18,CL=F,sell,51
2024-06-18,SI=F,buy,42
2024-06-18,SI=F,buy,39
2024-06-18,CL=F,buy,7
2024-06-18,GC=F,buy,6
2024-06-18,SI=F,buy,28
2024-06-19,SI=F,buy,36
2024-06-19,SI=F,sell,83
2024-06-19,CL=F,buy,12
2024-06-19,CL=F,buy,16
2024-06-19,CL=F,buy,6
2024-06-20,SI=F,sell,37
2024-06-20,SI=F,buy,14
2024-06-20,GC=F,sell,14
2024-06-20,SI=F,buy,16
2024-06-20,CL=F,sell,21
2024-06-21,GC=F,buy,16
2024-06-21,CL=F,buy,25
2024-06-22,CL=F,buy,14
2024-06-22,CL=F,buy,13
2024-06-22,SI=F,sell,10
2024-06-22,GC=F,buy,48
2024-06-23,SI=F,buy,24
2024-06-24,GC=F,buy,16
2024-06-24,GC=F,buy,20
2024-06-24,GC=F,buy,15
2024-06-24,CL=F,buy,15
2024-06-24,GC=F,sell,58
2024-06-24,CL=F,sell,40
2024-06-24,CL=F,buy,13
2024-06-25,SI=F,sell,68
2024-06-25,GC=F,buy,35
2024-06-25,CL=F,buy,4
2024-06-25,SI=F,buy,11
2024-06-26,SI=F,sell,40
2024-06-26,CL=F,sell,42
2024-06-26,SI=F,buy,3
2024-06-26,CL=F,sell,82
2024-06-26,GC=F,sell,89
2024-06-26,SI=F,buy,25
2024-06-26,CL=F,sell,34
2024-06-26,SI=F,buy,15
2024-06-26,GC=F,buy,10
2024-06-26,SI=F,sell,41
2024-06-26,CL=F,sell,27
2024-06-26,GC=F,buy,31
2024-06-27,GC=F,buy,14
2024-06-27,SI=F,sell,29
2024-06-27,GC=F,buy,42
2024-06-27,SI=F,buy,22
2024-06-27,SI=F,sell,23
2024-06-27,SI=F,sell,34
2024-06-27,GC=F,sell,45
2024-06-27,CL=F,sell,32
2024-06-28,SI=F,sell,44
2024-06-28,CL=F,buy,38
2024-06-28,GC=F,buy,26
2024-06-28,GC=F,buy,6
2024-06-28,GC=F,sell,37
2024-06-28,SI=F,sell,99
2024-06-28,CL=F,buy,34
2024-06-29,GC=F,buy,50
2024-06-29,GC=F,buy,40
2024-06-29,CL=F,buy,49
2024-06-29,CL=F,sell,17
2024-06-30,GC=F,buy,18
2024-06-30,CL=F,buy,3
2024-06-30,CL=F,sell,67
2024-06-30,CL=F,buy,36
2024-06-30,GC=F,buy,12
2024-06-30,CL=F,buy,34
2024-06-30,CL=F,sell,75
2024-06-30,GC=F,sell,51
2024-07-01,GC=F,sell,96
2024-07-01,SI=F,sell,36
2024-07-01,GC=F,sell,42
2024-07-01,SI=F,buy,3
2024-07-01,SI=F,sell,27
2024-07-01,SI=F,sell,23
2024-07-01,CL=F,buy,33
2024-07-01,CL=F,buy,4
2024-07-01,GC=F,buy,40
2024-07-01,GC=F,buy,48
2024-07-02,CL=F,sell,47
2024-07-02,CL=F,sell,30
2024-07-02,CL=F,buy,15
2024-07-02,SI=F,buy,45
2024-07-02,GC=F,sell,61
2024-07-02,CL=F,sell,79
2024-07-02,SI=F,sell,17
2024-07-02,GC=F,buy,44
2024-07-02,SI=F,sell,95
2024-07-03,SI=F,buy,32
2024-07-03,SI=F,buy,35
2024-07-03,CL=F,sell,72
2024-07-04,CL=F,sell,86
2024-07-04,CL=F,buy,37
2024-07-04,CL=F,sell,25
2024-07-04,SI=F,buy,17
2024-07-04,GC=F,buy,20
2024-07-05,CL=F,sell,67
2024-07-05,GC=F,sell,45
2024-07-05,SI=F,sell,25
2024-07-05,GC=F,sell,58
2024-07-05,CL=F,buy,34
2024-07-05,GC=F,sell,90
2024-07-05,GC=F,sell,37
2024-07-05,CL=F,sell,54
2024-07-05,GC=F,sell,96
2024-07-05,CL=F,buy,10
2024-07-05,SI=F,buy,21
2024-07-05,CL=F,sell,71
2024-07-06,CL=F,sell,82
2024-07-06,CL=F,buy,3
2024-07-06,GC=F,sell,27
2024-07-06,SI=F,sell,62
2024-07-06,CL=F,sell,34
2024-07-07,GC=F,buy,4
2024-07-07,GC=F,sell,88
2024-07-07,GC=F,sell,67
2024-07-07,CL=F,sell,35
2024-07-07,CL=F,sell,92
2024-07-07,SI=F,buy,12
2024-07-07,CL=F,sell,87
2024-07-08,CL=F,sell,51
2024-07-08,CL=F,sell,58
2024-07-08,GC=F,sell,55
2024-07-08,CL=F,sell,57
2024-07-08,CL=F,buy,31
2024-07-08,SI=F,sell,62
2024-07-08,GC=F,buy,38
2024-07-08,SI=F,buy,28
2024-07-08,SI=F,sell,87
2024-07-08,SI=F,sell,99
2024-07-08,GC=F,sell,66
2024-07-09,GC=F,buy,5
2024-07-09,GC=F,buy,31
2024-07-09,SI=F,buy,30
2024-07-10,SI=F,buy,19
2024-07-10,GC=F,sell,73
2024-07-10,CL=F,sell,11
2024-07-10,GC=F,sell,64
2024-07-10,CL=F,buy,13
2024-07-11,GC=F,sell,21
2024-07-11,SI=F,buy,14
2024-07-11,GC=F,sell,86
2024-07-12,CL=F,sell,55
2024-07-12,CL=F,buy,27
2024-07-12,GC=F,sell,97
2024-07-13,CL=F,sell,71
2024-07-13,SI=F,sell,85
2024-07-13,CL=F,sell,45
2024-07-13,CL=F,sell,100
2024-07-13,CL=F,buy,3
2024-07-13,GC=F,buy,50
2024-07-14,CL=F,sell,14
2024-07-14,GC=F,sell,27
2024-07-14,SI=F,sell,43
2024-07-14,GC=F,buy,39
2024-07-15,CL=F,sell,49
2024-07-15,GC=F,sell,40
2024-07-15,GC=F,sell,100
2024-07-15,SI=F,buy,43
2024-07-15,GC=F,buy,20
2024-07-15,GC=F,sell,95
2024-07-15,SI=F,buy,35
2024-07-15,GC=F,buy,26
2024-07-16,GC=F,sell,70
2024-07-16,CL=F,buy,31
2024-07-16,CL=F,sell,95
2024-07-16,CL=F,buy,19
2024-07-16,GC=F,sell,88
2024-07-17,SI=F,sell,55
2024-07-17,CL=F,sell,86
2024-07-17,SI=F,sell,96
2024-07-17,GC=F,sell,73
2024-07-17,CL=F,sell,38
2024-07-17,SI=F,buy,35
2024-07-17,GC=F,sell,37
2024-07-17,CL=F,buy,32
2024-07-17,SI=F,sell,53
2024-07-18,CL=F,sell,27
2024-07-18,GC=F,sell,98
2024-07-18,SI=F,buy,13
2024-07-18,GC=F,sell,33
2024-07-19,GC=F,buy,50
2024-07-19,SI=F,sell,82
2024-07-19,CL=F,sell,10
2024-07-19,SI=F,buy,28
2024-07-19,SI=F,buy,4
2024-07-19,GC=F,buy,30
2024-07-20,CL=F,sell,87
2024-07-20,CL=F,sell,32
2024-07-20,SI=F,sell,13
2024-07-20,SI=F,buy,24
2024-07-20,CL=F,buy,11
2024-07-20,CL=F,buy,4
2024-07-20,GC=F,buy,43
2024-07-21,GC=F,sell,48
2024-07-21,CL=F,sell,83
2024-07-21,GC=F,buy,36
2024-07-21,CL=F,sell,23
2024-07-21,GC=F,buy,16
2024-07-21,CL=F,sell,64
2024-07-21,CL=F,buy,3
2024-07-22,SI=F,sell,74
2024-07-22,CL=F,sell,71
2024-07-22,SI=F,buy,45
2024-07-22,SI=F,sell,74
2024-07-22,SI=F,sell,84
2024-07-22,CL=F,buy,14
2024-07-22,CL=F,buy,41
2024-07-22,SI=F,sell,74
2024-07-23,CL=F,sell,56
2024-07-23,SI=F,buy,48
2024-07-23,CL=F,sell,29
2024-07-23,CL=F,buy,7
2024-07-23,GC=F,buy,49
2024-07-23,CL=F,buy,17
2024-07-23,CL=F,sell,77
2024-07-23,CL=F,sell,56
2024-07-23,CL=F,buy,25
2024-07-24,CL=F,buy,8
2024-07-24,GC=F,sell,91
2024-07-24,SI=F,sell,71
2024-07-25,CL=F,buy,38
2024-07-25,CL=F,buy,42
2024-07-25,GC=F,sell,21
2024-07-25,SI=F,sell,21
2024-07-25,CL=F,buy,18
2024-07-25,CL=F,sell,83
2024-07-25,CL=F,buy,10
2024-07-25,GC=F,buy,5
2024-07-26,CL=F,buy,8
2024-07-26,SI=F,sell,26
2024-07-26,CL=F,buy,21
2024-07-26,GC=F,buy,6
2024-07-27,CL=F,buy,30
2024-07-27,SI=F,buy,27
2024-07-27,GC=F,sell,75
2024-07-27,CL=F,sell,84
2024-07-27,CL=F,buy,46
2024-07-27,SI=F,buy,1
2024-07-27,GC=F,sell,81
2024-07-28,CL=F,sell,42
2024-07-28,GC=F,sell,86
2024-07-28,GC=F,buy,38
2024-07-28,GC=F,sell,11
2024-07-28,SI=F,buy,46
2024-07-29,GC=F,buy,37
2024-07-29,GC=F,sell,79
2024-07-29,CL=F,sell,35
2024-07-30,GC=F,sell,98
2024-07-30,GC=F,sell,39
2024-07-30,GC=F,sell,65
2024-07-30,GC=F,sell,13
2024-07-30,CL=F,buy,11
2024-07-31,CL=F,buy,15
2024-07-31,CL=F,sell,100
2024-07-31,CL=F,sell,46
2024-07-31,SI=F,buy,33
2024-08-01,SI=F,buy,31
2024-08-01,SI=F,sell,29
2024-08-01,CL=F,sell,94
2024-08-01,SI=F,sell,89
2024-08-01,GC=F,buy,23
2024-08-01,GC=F,buy,10
2024-08-02,GC=F,sell,13
2024-08-02,CL=F,sell,17
2024-08-02,SI=F,sell,53
2024-08-02,CL=F,sell,88
2024-08-02,GC=F,sell,96
2024-08-02,SI=F,buy,30
2024-08-03,SI=F,buy,25
2024-08-03,CL=F,sell,17
2024-08-03,CL=F,sell,95
2024-08-03,CL=F,sell,86
2024-08-03,GC=F,buy,38
2024-08-03,GC=F,sell,56
2024-08-03,SI=F,buy,46
2024-08-03,GC=F,buy,27
2024-08-04,CL=F,sell,78
2024-08-04,CL=F,sell,18
2024-08-04,CL=F,sell,50
2024-08-04,GC=F,sell,53
2024-08-04,CL=F,buy,12
2024-08-04,SI=F,buy,14
2024-08-04,CL=F,sell,39
2024-08-05,GC=F,buy,4
2024-08-05,GC=F,buy,16
2024-08-05,SI=F,sell,47
2024-08-05,SI=F,sell,62
2024-08-05,GC=F,sell,20
2024-08-05,CL=F,buy,14
2024-08-05,SI=F,buy,27
2024-08-05,GC=F,buy,36
2024-08-05,CL=F,sell,20
2024-08-06,CL=F,buy,7
2024-08-06,SI=F,buy,49
2024-08-06,SI=F,sell,69
2024-08-07,SI=F,sell,99
2024-08-07,GC=F,sell,69
2024-08-07,CL=F,sell,40
2024-08-07,SI=F,buy,1
2024-08-07,SI=F,buy,35
2024-08-07,CL=F,sell,48
2024-08-07,GC=F,sell,82
2024-08-07,GC=F,sell,50
2024-08-07,CL=F,sell,87
2024-08-07,SI=F,buy,30
2024-08-08,CL=F,buy,32
2024-08-08,SI=F,sell,14
2024-08-08,CL=F,buy,42
2024-08-08,CL=F,sell,84
2024-08-08,GC=F,sell,77
2024-08-08,GC=F,sell,96
2024-08-09,CL=F,buy,50
2024-08-09,CL=F,buy,37
2024-08-09,SI=F,buy,16
2024-08-09,GC=F,sell,29
2024-08-09,SI=F,buy,31
2024-08-10,GC=F,sell,95
2024-08-10,SI=F,buy,11
2024-08-10,GC=F,buy,1
2024-08-10,SI=F,sell,96
2024-08-10,CL=F,sell,37
2024-08-10,SI=F,buy,32
2024-08-10,GC=F,sell,59
2024-08-10,CL=F,buy,44
2024-08-10,GC=F,buy,38
2024-08-10,CL=F,sell,33
2024-08-10,GC=F,sell,11
2024-08-11,CL=F,buy,28
2024-08-11,CL=F,sell,91
2024-08-11,GC=F,buy,43
2024-08-11,GC=F,sell,92
2024-08-11,SI=F,buy,47
2024-08-12,SI=F,buy,23
2024-08-12,CL=F,sell,16
2024-08-12,GC=F,buy,41
2024-08-12,CL=F,sell,41
2024-08-12,CL=F,sell,29
2024-08-12,GC=F,sell,23
2024-08-13,SI=F,sell,31
2024-08-13,GC=F,buy,6
2024-08-13,CL=F,buy,13
2024-08-13,CL=F,buy,38
2024-08-13,SI=F,buy,42
2024-08-13,CL=F,sell,20
2024-08-13,SI=F,sell,17
2024-08-14,CL=F,buy,47
2024-08-14,CL=F,sell,29
2024-08-14,CL=F,buy,20
2024-08-14,SI=F,buy,1
2024-08-14,GC=F,buy,29
2024-08-15,SI=F,sell,29
2024-08-15,GC=F,buy,46
2024-08-15,CL=F,buy,12
2024-08-16,CL=F,buy,30
2024-08-16,CL=F,sell,23
2024-08-16,SI=F,buy,8
2024-08-16,CL=F,sell,97
2024-08-17,CL=F,buy,23
2024-08-17,SI=F,sell,63
2024-08-17,SI=F,buy,17
2024-08-17,GC=F,sell,35
2024-08-17,CL=F,sell,56
2024-08-17,SI=F,sell,71
2024-08-17,GC=F,sell,27
2024-08-18,CL=F,sell,88
2024-08-18,SI=F,buy,40
2024-08-18,CL=F,sell,85
2024-08-18,CL=F,buy,4
2024-08-18,GC=F,sell,43
2024-08-19,CL=F,sell,60
2024-08-19,GC=F,buy,35
2024-08-19,SI=F,sell,56
2024-08-19,CL=F,buy,50
2024-08-19,GC=F,buy,37
2024-08-19,CL=F,sell,69
2024-08-19,SI=F,sell,10
2024-08-19,GC=F,buy,5
2024-08-19,CL=F,buy,36
2024-08-19,CL=F,sell,25
2024-08-20,CL=F,buy,24
2024-08-20,CL=F,sell,22
2024-08-20,GC=F,buy,19
2024-08-20,SI=F,sell,41
2024-08-20,CL=F,sell,61
2024-08-21,SI=F,buy,7
2024-08-21,GC=F,sell,85
2024-08-21,CL=F,sell,26
2024-08-21,SI=F,sell,27
2024-08-21,GC=F,buy,4
2024-08-21,GC=F,buy,35
2024-08-22,GC=F,buy,27
2024-08-22,CL=F,buy,24
2024-08-22,SI=F,buy,29
2024-08-22,GC=F,buy,40
2024-08-22,CL=F,buy,24
2024-08-22,GC=F,sell,75
2024-08-22,CL=F,buy,42
2024-08-23,CL=F,sell,52
2024-08-23,SI=F,buy,7
2024-08-23,SI=F,sell,92
2024-08-23,CL=F,sell,65
2024-08-23,GC=F,buy,50
2024-08-24,GC=F,sell,95
2024-08-24,GC=F,buy,44
2024-08-24,CL=F,buy,32
2024-08-24,GC=F,buy,43
2024-08-24,SI=F,buy,16
2024-08-24,CL=F,sell,60
2024-08-25,SI=F,buy,33
2024-08-25,SI=F,buy,25
2024-08-25,SI=F,buy,48
2024-08-25,CL=F,sell,73
2024-08-25,GC=F,buy,9
2024-08-25,SI=F,sell,85
2024-08-26,GC=F,buy,13
2024-08-26,CL=F,buy,12
2024-08-26,SI=F,buy,47
2024-08-26,CL=F,sell,81
2024-08-26,SI=F,sell,26
2024-08-26,GC=F,sell,88
2024-08-27,CL=F,sell,84
2024-08-27,CL=F,sell,10
2024-08-27,SI=F,buy,25
2024-08-27,SI=F,buy,48
2024-08-28,SI=F,sell,36
2024-08-28,GC=F,buy,12
2024-08-28,CL=F,sell,46
2024-08-28,CL=F,buy,28
2024-08-29,GC=F,buy,43
2024-08-29,SI=F,buy,31
2024-08-29,GC=F,buy,10
2024-08-29,CL=F,sell,42
2024-08-29,CL=F,sell,51
2024-08-29,SI=F,sell,85
2024-08-29,SI=F,buy,21
2024-08-30,CL=F,buy,27
2024-08-30,CL=F,sell,65
2024-08-30,GC=F,sell,93
2024-08-30,CL=F,buy,37
2024-08-30,CL=F,sell,17
2024-08-30,SI=F,buy,20
2024-08-30,SI=F,buy,29
2024-08-31,SI=F,sell,11
2024-08-31,CL=F,buy,48
2024-08-31,CL=F,sell,60
2024-08-31,CL=F,sell,76
2024-08-31,GC=F,buy,35
2024-08-31,SI=F,buy,48
2024-09-01,CL=F,buy,7
2024-09-01,GC=F,buy,49
2024-09-01,CL=F,sell,85
2024-09-01,SI=F,sell,57
2024-09-01,GC=F,buy,1
2024-09-01,SI=F,sell,77
2024-09-01,GC=F,sell,85
2024-09-01,SI=F,sell,40
2024-09-02,GC=F,sell,50
2024-09-02,CL=F,buy,37
2024-09-02,SI=F,buy,28
2024-09-02,SI=F,buy,32
2024-09-02,GC=F,sell,36
2024-09-02,CL=F,sell,21
2024-09-03,CL=F,buy,49
2024-09-03,SI=F,sell,83
2024-09-03,GC=F,sell,25
2024-09-03,SI=F,sell,99
2024-09-03,GC=F,buy,41
2024-09-03,GC=F,sell,80
2024-09-03,GC=F,buy,23
2024-09-03,CL=F,sell,50
2024-09-04,SI=F,sell,39
2024-09-04,GC=F,sell,27
2024-09-04,GC=F,buy,44
2024-09-04,SI=F,sell,89
2024-09-04,SI=F,sell,34
2024-09-04,CL=F,sell,75
2024-09-04,SI=F,sell,100
2024-09-04,CL=F,sell,20
2024-09-04,GC=F,sell,99
2024-09-04,GC=F,buy,38
2024-09-05,GC=F,buy,30
2024-09-05,GC=F,buy,32
2024-09-05,CL=F,buy,40
2024-09-05,GC=F,sell,49
2024-09-05,SI=F,sell,89
2024-09-05,SI=F,sell,38
2024-09-05,SI=F,buy,20
2024-09-05,CL=F,sell,31
2024-09-06,CL=F,buy,43
2024-09-06,CL=F,sell,27
2024-09-06,CL=F,buy,13
2024-09-06,GC=F,buy,38
2024-09-07,GC=F,sell,36
2024-09-07,SI=F,sell,49
2024-09-07,GC=F,sell,36
2024-09-07,CL=F,buy,41
2024-09-07,CL=F,sell,48
2024-09-08,CL=F,sell,32
2024-09-08,CL=F,sell,82
2024-09-08,CL=F,buy,26
2024-09-08,CL=F,buy,46
2024-09-08,SI=F,sell,18
2024-09-08,GC=F,buy,20
2024-09-08,CL=F,sell,15
2024-09-09,SI=F,sell,88
2024-09-10,GC=F,buy,10
2024-09-10,SI=F,sell,27
2024-09-10,CL=F,sell,63
2024-09-10,CL=F,sell,98
2024-09-10,SI=F,buy,41
2024-09-10,SI=F,buy,50
2024-09-10,CL=F,buy,47
2024-09-10,GC=F,sell,31
2024-09-10,SI=F,sell,46
2024-09-10,CL=F,buy,10
2024-09-11,GC=F,sell,30
2024-09-11,CL=F,buy,23
2024-09-11,SI=F,sell,90
2024-09-11,CL=F,sell,16
2024-09-12,GC=F,buy,16
2024-09-12,SI=F,sell,88
2024-09-12,GC=F,buy,10
2024-09-12,SI=F,buy,7
2024-09-12,GC=F,sell,55
2024-09-12,CL=F,buy,1
2024-09-13,GC=F,sell,44
2024-09-13,SI=F,buy,33
2024-09-13,GC=F,sell,71
2024-09-13,CL=F,buy,47
2024-09-13,GC=F,sell,23
2024-09-13,CL=F,buy,7
2024-09-13,CL=F,sell,47
2024-09-14,GC=F,sell,47
2024-09-14,SI=F,buy,33
2024-09-14,GC=F,buy,31
2024-09-14,CL=F,buy,41
2024-09-14,GC=F,buy,13
2024-09-15,CL=F,sell,54
2024-09-15,GC=F,buy,7
2024-09-15,SI=F,buy,45
2024-09-15,SI=F,sell,37
2024-09-15,SI=F,buy,25
2024-09-15,CL=F,sell,29
2024-09-15,GC=F,sell,98
2024-09-16,CL=F,buy,31
2024-09-16,CL=F,buy,35
2024-09-16,SI=F,sell,42
2024-09-16,GC=F,buy,7
2024-09-16,GC=F,sell,13
2024-09-16,SI=F,buy,41
2024-09-16,CL=F,sell,79
2024-09-16,CL=F,buy,9
2024-09-16,SI=F,sell,12
2024-09-17,GC=F,buy,7
2024-09-17,GC=F,buy,4
2024-09-17,SI=F,sell,24
2024-09-17,CL=F,buy,43
2024-09-18,GC=F,buy,22
2024-09-18,SI=F,buy,24
2024-09-18,GC=F,buy,17
2024-09-18,CL=F,sell,16
2024-09-18,GC=F,sell,51
2024-09-18,SI=F,sell,85
2024-09-18,SI=F,buy,46
2024-09-18,GC=F,sell,52
2024-09-18,GC=F,buy,3
2024-09-18,SI=F,sell,57
2024-09-19,CL=F,sell,75
2024-09-19,SI=F,sell,47
2024-09-20,CL=F,sell,95
2024-09-20,GC=F,buy,11
2024-09-20,CL=F,sell,66
2024-09-20,GC=F,sell,31
2024-09-20,GC=F,buy,12
2024-09-21,GC=F,sell,32
2024-09-21,SI=F,sell,69
2024-09-21,GC=F,sell,61
2024-09-21,GC=F,buy,8
2024-09-21,GC=F,buy,39
2024-09-21,GC=F,sell,69
2024-09-22,SI=F,sell,72
2024-09-22,GC=F,sell,79
2024-09-22,GC=F,sell,47
2024-09-22,CL=F,buy,12
2024-09-22,GC=F,buy,5
2024-09-22,SI=F,sell,97
2024-09-23,CL=F,sell,79
2024-09-23,CL=F,sell,27
2024-09-23,SI=F,sell,65
2024-09-24,SI=F,buy,35
2024-09-24,CL=F,sell,67
2024-09-24,SI=F,sell,65
2024-09-24,CL=F,buy,3
2024-09-24,CL=F,buy,22
